Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
5509/2,24/01/2018 00:00:00,01:14:00,4,8,1,0,1,,,,,,,,,,,,,,,69,10
5509/2,24/01/2018 00:00:00,01:29:00,5,11,1,1,1,,,,,,,,,,,,,,,66,14
5509/2,24/01/2018 00:00:00,01:44:00,6,10,2,0,3,,,,,,,,,,,,,,,65,15
5509/2,24/01/2018 00:00:00,01:59:00,7,6,0,5,1,,,,,,,,,,,,,,,64,12
5509/2,24/01/2018 00:00:00,02:14:00,8,8,4,1,2,,,,,,,,,,,,,,,67,15
5509/2,24/01/2018 00:00:00,02:29:00,9,3,3,1,1,,,,,,,,,,,,,,,68,8
5509/2,24/01/2018 00:00:00,02:44:00,10,7,1,3,1,,,,,,,,,,,,,,,66,12
5509/2,24/01/2018 00:00:00,02:59:00,11,8,2,1,1,,,,,,,,,,,,,,,69,12
5509/2,24/01/2018 00:00:00,03:14:00,12,3,1,1,1,,,,,,,,,,,,,,,69,6
5509/2,24/01/2018 00:00:00,03:29:00,13,14,1,1,1,,,,,,,,,,,,,,,67,17
5509/2,24/01/2018 00:00:00,03:44:00,14,18,3,0,2,,,,,,,,,,,,,,,70,23
5509/2,24/01/2018 00:00:00,03:59:00,15,30,1,3,3,,,,,,,,,,,,,,,68,37
5509/2,24/01/2018 00:00:00,04:14:00,16,30,7,2,4,,,,,,,,,,,,,,,67,43
5509/2,24/01/2018 00:00:00,04:29:00,17,38,5,1,5,,,,,,,,,,,,,,,71,49
5509/2,24/01/2018 00:00:00,04:44:00,18,43,2,3,5,,,,,,,,,,,,,,,68,53
5509/2,24/01/2018 00:00:00,04:59:00,19,79,9,5,5,,,,,,,,,,,,,,,68,98
5509/2,24/01/2018 00:00:00,05:14:00,20,117,8,7,6,,,,,,,,,,,,,,,70,138
5509/2,24/01/2018 00:00:00,05:29:00,21,176,28,10,2,,,,,,,,,,,,,,,72,216
5509/2,24/01/2018 00:00:00,05:44:00,22,308,38,16,10,,,,,,,,,,,,,,,70,372
5509/2,24/01/2018 00:00:00,05:59:00,23,372,48,11,4,,,,,,,,,,,,,,,69,435
5509/2,24/01/2018 00:00:00,06:14:00,24,484,79,16,5,,,,,,,,,,,,,,,67,584
5509/2,24/01/2018 00:00:00,06:29:00,25,544,103,30,9,,,,,,,,,,,,,,,61,686
5509/2,24/01/2018 00:00:00,06:44:00,26,653,88,26,13,,,,,,,,,,,,,,,60,780
5509/2,24/01/2018 00:00:00,06:59:00,27,710,89,24,8,,,,,,,,,,,,,,,57,831
5509/2,24/01/2018 00:00:00,07:14:00,28,752,76,16,8,,,,,,,,,,,,,,,57,852
5509/2,24/01/2018 00:00:00,07:29:00,29,692,66,28,12,,,,,,,,,,,,,,,59,798
5509/2,24/01/2018 00:00:00,07:44:00,30,745,49,28,13,,,,,,,,,,,,,,,59,835
5509/2,24/01/2018 00:00:00,07:59:00,31,708,38,36,19,,,,,,,,,,,,,,,59,801
5509/2,24/01/2018 00:00:00,08:14:00,32,672,42,22,18,,,,,,,,,,,,,,,57,754
5509/2,24/01/2018 00:00:00,08:29:00,33,539,35,31,11,,,,,,,,,,,,,,,22,616
5509/2,24/01/2018 00:00:00,08:44:00,34,573,41,18,12,,,,,,,,,,,,,,,32,644
5509/2,24/01/2018 00:00:00,08:59:00,35,518,48,41,16,,,,,,,,,,,,,,,63,623
5509/2,24/01/2018 00:00:00,09:14:00,36,445,37,37,24,,,,,,,,,,,,,,,65,543
5509/2,24/01/2018 00:00:00,09:29:00,37,385,36,35,11,,,,,,,,,,,,,,,68,467
5509/2,24/01/2018 00:00:00,09:44:00,38,368,49,30,21,,,,,,,,,,,,,,,68,468
5509/2,24/01/2018 00:00:00,09:59:00,39,301,25,23,22,,,,,,,,,,,,,,,69,371
5509/2,24/01/2018 00:00:00,10:14:00,40,276,17,22,18,,,,,,,,,,,,,,,68,333
5509/2,24/01/2018 00:00:00,10:29:00,41,296,28,17,15,,,,,,,,,,,,,,,67,356
5509/2,24/01/2018 00:00:00,10:44:00,42,228,24,20,13,,,,,,,,,,,,,,,68,285
5509/2,24/01/2018 00:00:00,10:59:00,43,232,31,30,12,,,,,,,,,,,,,,,69,305
5509/2,24/01/2018 00:00:00,11:14:00,44,249,23,22,18,,,,,,,,,,,,,,,67,312
5509/2,24/01/2018 00:00:00,11:29:00,45,264,28,17,17,,,,,,,,,,,,,,,68,326
5509/2,24/01/2018 00:00:00,11:44:00,46,242,31,20,19,,,,,,,,,,,,,,,67,312
5509/2,24/01/2018 00:00:00,11:59:00,47,282,22,22,16,,,,,,,,,,,,,,,67,342
5509/2,24/01/2018 00:00:00,12:14:00,48,206,19,20,14,,,,,,,,,,,,,,,69,259
5509/2,24/01/2018 00:00:00,12:29:00,49,205,25,18,10,,,,,,,,,,,,,,,68,258
5509/2,24/01/2018 00:00:00,12:44:00,50,236,22,15,18,,,,,,,,,,,,,,,67,291
5509/2,24/01/2018 00:00:00,12:59:00,51,234,20,27,14,,,,,,,,,,,,,,,67,295
5509/2,24/01/2018 00:00:00,13:14:00,52,243,30,20,17,,,,,,,,,,,,,,,66,310
5509/2,24/01/2018 00:00:00,13:29:00,53,263,22,26,12,,,,,,,,,,,,,,,67,323
5509/2,24/01/2018 00:00:00,13:44:00,54,266,29,29,11,,,,,,,,,,,,,,,68,335
5509/2,24/01/2018 00:00:00,13:59:00,55,241,25,23,10,,,,,,,,,,,,,,,67,299
5509/2,24/01/2018 00:00:00,14:14:00,56,281,27,38,11,,,,,,,,,,,,,,,67,357
5509/2,24/01/2018 00:00:00,14:29:00,57,259,22,26,8,,,,,,,,,,,,,,,68,315
5509/2,24/01/2018 00:00:00,14:44:00,58,301,15,18,10,,,,,,,,,,,,,,,66,344
5509/2,24/01/2018 00:00:00,14:59:00,59,242,24,22,10,,,,,,,,,,,,,,,66,298
5509/2,24/01/2018 00:00:00,15:14:00,60,287,23,26,3,,,,,,,,,,,,,,,67,339
5509/2,24/01/2018 00:00:00,15:29:00,61,306,21,22,16,,,,,,,,,,,,,,,67,365
5509/2,24/01/2018 00:00:00,15:44:00,62,302,26,13,4,,,,,,,,,,,,,,,67,345
5509/2,24/01/2018 00:00:00,15:59:00,63,322,26,11,4,,,,,,,,,,,,,,,66,363
5509/2,24/01/2018 00:00:00,16:14:00,64,342,28,11,7,,,,,,,,,,,,,,,67,388
5509/2,24/01/2018 00:00:00,16:29:00,65,313,22,13,3,,,,,,,,,,,,,,,68,351
5509/2,24/01/2018 00:00:00,16:44:00,66,359,23,10,8,,,,,,,,,,,,,,,66,400
5509/2,24/01/2018 00:00:00,16:59:00,67,357,13,6,3,,,,,,,,,,,,,,,67,379
5509/2,24/01/2018 00:00:00,17:14:00,68,319,14,7,4,,,,,,,,,,,,,,,67,344
5509/2,24/01/2018 00:00:00,17:29:00,69,320,13,11,5,,,,,,,,,,,,,,,67,349
5509/2,24/01/2018 00:00:00,17:44:00,70,368,12,15,8,,,,,,,,,,,,,,,67,403
5509/2,24/01/2018 00:00:00,17:59:00,71,380,14,5,5,,,,,,,,,,,,,,,68,404
5509/2,24/01/2018 00:00:00,18:14:00,72,342,11,8,6,,,,,,,,,,,,,,,69,367
5509/2,24/01/2018 00:00:00,18:29:00,73,298,12,6,3,,,,,,,,,,,,,,,70,319
5509/2,24/01/2018 00:00:00,18:44:00,74,231,2,5,6,,,,,,,,,,,,,,,71,244
5509/2,24/01/2018 00:00:00,18:59:00,75,220,9,5,9,,,,,,,,,,,,,,,69,243
5509/2,24/01/2018 00:00:00,19:14:00,76,187,5,3,8,,,,,,,,,,,,,,,68,203
5509/2,24/01/2018 00:00:00,19:29:00,77,187,7,5,4,,,,,,,,,,,,,,,68,203
5509/2,24/01/2018 00:00:00,19:44:00,78,166,11,5,4,,,,,,,,,,,,,,,68,186
5509/2,24/01/2018 00:00:00,19:59:00,79,129,4,0,3,,,,,,,,,,,,,,,70,136
5509/2,24/01/2018 00:00:00,20:14:00,80,115,7,2,3,,,,,,,,,,,,,,,68,127
5509/2,24/01/2018 00:00:00,20:29:00,81,101,5,1,4,,,,,,,,,,,,,,,64,111
5509/2,24/01/2018 00:00:00,20:44:00,82,98,7,5,5,,,,,,,,,,,,,,,66,115
5509/2,24/01/2018 00:00:00,20:59:00,83,100,5,2,3,,,,,,,,,,,,,,,67,110
5509/2,24/01/2018 00:00:00,21:14:00,84,99,6,2,5,,,,,,,,,,,,,,,69,112
5509/2,24/01/2018 00:00:00,21:29:00,85,88,2,2,5,,,,,,,,,,,,,,,68,97
5509/2,24/01/2018 00:00:00,21:44:00,86,96,9,3,3,,,,,,,,,,,,,,,70,111
5509/2,24/01/2018 00:00:00,21:59:00,87,112,5,1,3,,,,,,,,,,,,,,,71,121
5509/2,24/01/2018 00:00:00,22:14:00,88,74,1,3,6,,,,,,,,,,,,,,,68,84
5509/2,24/01/2018 00:00:00,22:29:00,89,77,8,9,8,,,,,,,,,,,,,,,68,102
5509/2,24/01/2018 00:00:00,22:44:00,90,62,1,2,3,,,,,,,,,,,,,,,70,68
5509/2,24/01/2018 00:00:00,22:59:00,91,36,5,4,7,,,,,,,,,,,,,,,69,52
5509/2,24/01/2018 00:00:00,23:14:00,92,40,3,1,4,,,,,,,,,,,,,,,70,48
5509/2,24/01/2018 00:00:00,23:29:00,93,22,0,1,5,,,,,,,,,,,,,,,67,28
5509/2,24/01/2018 00:00:00,23:44:00,94,23,1,1,3,,,,,,,,,,,,,,,67,28
5509/2,24/01/2018 00:00:00,23:59:00,95,20,3,2,1,,,,,,,,,,,,,,,70,26
5509/2,25/01/2018 00:00:00,00:14:00,0,9,3,1,3,,,,,,,,,,,,,,,64,16
5509/2,25/01/2018 00:00:00,00:29:00,1,12,4,1,0,,,,,,,,,,,,,,,67,17
5509/2,25/01/2018 00:00:00,00:44:00,2,10,1,1,3,,,,,,,,,,,,,,,72,15
5509/2,25/01/2018 00:00:00,00:59:00,3,5,1,0,1,,,,,,,,,,,,,,,67,7
5509/2,25/01/2018 00:00:00,01:14:00,4,8,1,1,2,,,,,,,,,,,,,,,67,12
5509/2,25/01/2018 00:00:00,01:29:00,5,6,0,1,2,,,,,,,,,,,,,,,62,9
5509/2,25/01/2018 00:00:00,01:44:00,6,7,1,0,0,,,,,,,,,,,,,,,69,8
5509/2,25/01/2018 00:00:00,01:59:00,7,14,4,2,2,,,,,,,,,,,,,,,69,22
5509/2,25/01/2018 00:00:00,02:14:00,8,9,1,0,2,,,,,,,,,,,,,,,63,12
5509/2,25/01/2018 00:00:00,02:29:00,9,5,0,2,2,,,,,,,,,,,,,,,63,9
5509/2,25/01/2018 00:00:00,02:44:00,10,7,0,0,1,,,,,,,,,,,,,,,72,8
5509/2,25/01/2018 00:00:00,02:59:00,11,5,4,4,2,,,,,,,,,,,,,,,64,15
5509/2,25/01/2018 00:00:00,03:14:00,12,10,0,2,0,,,,,,,,,,,,,,,71,12
5509/2,25/01/2018 00:00:00,03:29:00,13,13,4,1,3,,,,,,,,,,,,,,,67,21
5509/2,25/01/2018 00:00:00,03:44:00,14,16,5,0,2,,,,,,,,,,,,,,,70,23
5509/2,25/01/2018 00:00:00,03:59:00,15,22,5,2,2,,,,,,,,,,,,,,,69,31
5509/2,25/01/2018 00:00:00,04:14:00,16,29,5,2,2,,,,,,,,,,,,,,,68,38
5509/2,25/01/2018 00:00:00,04:29:00,17,41,6,3,6,,,,,,,,,,,,,,,69,56
5509/2,25/01/2018 00:00:00,04:44:00,18,41,1,4,2,,,,,,,,,,,,,,,72,48
5509/2,25/01/2018 00:00:00,04:59:00,19,79,9,4,1,,,,,,,,,,,,,,,71,93
5509/2,25/01/2018 00:00:00,05:14:00,20,125,12,8,2,,,,,,,,,,,,,,,71,147
5509/2,25/01/2018 00:00:00,05:29:00,21,193,25,6,5,,,,,,,,,,,,,,,72,229
5509/2,25/01/2018 00:00:00,05:44:00,22,273,38,9,10,,,,,,,,,,,,,,,71,330
5509/2,25/01/2018 00:00:00,05:59:00,23,389,50,12,15,,,,,,,,,,,,,,,71,466
5509/2,25/01/2018 00:00:00,06:14:00,24,479,69,15,6,,,,,,,,,,,,,,,70,569
5509/2,25/01/2018 00:00:00,06:29:00,25,598,113,21,7,,,,,,,,,,,,,,,66,739
5509/2,25/01/2018 00:00:00,06:44:00,26,679,94,34,9,,,,,,,,,,,,,,,61,816
5509/2,25/01/2018 00:00:00,06:59:00,27,740,86,28,14,,,,,,,,,,,,,,,61,868
5509/2,25/01/2018 00:00:00,07:14:00,28,806,81,27,21,,,,,,,,,,,,,,,61,935
5509/2,25/01/2018 00:00:00,07:29:00,29,720,65,31,16,,,,,,,,,,,,,,,62,832
5509/2,25/01/2018 00:00:00,07:44:00,30,786,60,34,13,,,,,,,,,,,,,,,61,893
5509/2,25/01/2018 00:00:00,07:59:00,31,742,57,33,17,,,,,,,,,,,,,,,63,849
5509/2,25/01/2018 00:00:00,08:14:00,32,676,58,28,15,,,,,,,,,,,,,,,65,777
5509/2,25/01/2018 00:00:00,08:29:00,33,647,43,32,11,,,,,,,,,,,,,,,65,733
5509/2,25/01/2018 00:00:00,08:44:00,34,563,41,33,14,,,,,,,,,,,,,,,68,651
5509/2,25/01/2018 00:00:00,08:59:00,35,469,39,29,19,,,,,,,,,,,,,,,69,556
5509/2,25/01/2018 00:00:00,09:14:00,36,446,36,22,27,,,,,,,,,,,,,,,68,531
5509/2,25/01/2018 00:00:00,09:29:00,37,413,41,34,25,,,,,,,,,,,,,,,69,513
5509/2,25/01/2018 00:00:00,09:44:00,38,353,43,34,14,,,,,,,,,,,,,,,68,444
5509/2,25/01/2018 00:00:00,09:59:00,39,348,29,27,19,,,,,,,,,,,,,,,69,423
5509/2,25/01/2018 00:00:00,10:14:00,40,290,39,23,25,,,,,,,,,,,,,,,69,377
5509/2,25/01/2018 00:00:00,10:29:00,41,297,24,28,20,,,,,,,,,,,,,,,69,369
5509/2,25/01/2018 00:00:00,10:44:00,42,272,21,23,14,,,,,,,,,,,,,,,69,330
5509/2,25/01/2018 00:00:00,10:59:00,43,285,28,28,18,,,,,,,,,,,,,,,69,359
5509/2,25/01/2018 00:00:00,11:14:00,44,268,22,31,10,,,,,,,,,,,,,,,70,331
5509/2,25/01/2018 00:00:00,11:29:00,45,254,23,22,16,,,,,,,,,,,,,,,70,315
5509/2,25/01/2018 00:00:00,11:44:00,46,242,26,20,11,,,,,,,,,,,,,,,69,299
5509/2,25/01/2018 00:00:00,11:59:00,47,208,16,25,14,,,,,,,,,,,,,,,69,263
5509/2,25/01/2018 00:00:00,12:14:00,48,238,24,20,13,,,,,,,,,,,,,,,70,295
5509/2,25/01/2018 00:00:00,12:29:00,49,254,20,18,16,,,,,,,,,,,,,,,69,308
5509/2,25/01/2018 00:00:00,12:44:00,50,255,33,20,17,,,,,,,,,,,,,,,70,325
5509/2,25/01/2018 00:00:00,12:59:00,51,274,39,18,14,,,,,,,,,,,,,,,69,345
5509/2,25/01/2018 00:00:00,13:14:00,52,270,12,21,20,,,,,,,,,,,,,,,70,323
5509/2,25/01/2018 00:00:00,13:29:00,53,271,31,31,8,,,,,,,,,,,,,,,70,341
5509/2,25/01/2018 00:00:00,13:44:00,54,261,17,19,17,,,,,,,,,,,,,,,71,314
5509/2,25/01/2018 00:00:00,13:59:00,55,279,33,26,8,,,,,,,,,,,,,,,70,346
5509/2,25/01/2018 00:00:00,14:14:00,56,285,24,31,23,,,,,,,,,,,,,,,69,363
5509/2,25/01/2018 00:00:00,14:29:00,57,290,28,34,8,,,,,,,,,,,,,,,70,360
5509/2,25/01/2018 00:00:00,14:44:00,58,266,25,25,13,,,,,,,,,,,,,,,70,329
5509/2,25/01/2018 00:00:00,14:59:00,59,292,25,25,11,,,,,,,,,,,,,,,69,353
5509/2,25/01/2018 00:00:00,15:14:00,60,312,16,22,7,,,,,,,,,,,,,,,71,357
5509/2,25/01/2018 00:00:00,15:29:00,61,332,31,22,4,,,,,,,,,,,,,,,70,389
5509/2,25/01/2018 00:00:00,15:44:00,62,316,20,16,3,,,,,,,,,,,,,,,72,355
5509/2,25/01/2018 00:00:00,15:59:00,63,307,21,16,8,,,,,,,,,,,,,,,71,352
5509/2,25/01/2018 00:00:00,16:14:00,64,363,30,8,9,,,,,,,,,,,,,,,70,410
5509/2,25/01/2018 00:00:00,16:29:00,65,354,25,17,9,,,,,,,,,,,,,,,71,405
5509/2,25/01/2018 00:00:00,16:44:00,66,357,21,11,13,,,,,,,,,,,,,,,71,402
5509/2,25/01/2018 00:00:00,16:59:00,67,336,18,9,9,,,,,,,,,,,,,,,70,372
5509/2,25/01/2018 00:00:00,17:14:00,68,335,26,8,7,,,,,,,,,,,,,,,70,376
5509/2,25/01/2018 00:00:00,17:29:00,69,368,15,6,5,,,,,,,,,,,,,,,69,394
5509/2,25/01/2018 00:00:00,17:44:00,70,356,12,7,11,,,,,,,,,,,,,,,69,386
5509/2,25/01/2018 00:00:00,17:59:00,71,341,15,8,3,,,,,,,,,,,,,,,69,367
5509/2,25/01/2018 00:00:00,18:14:00,72,318,8,9,2,,,,,,,,,,,,,,,71,337
5509/2,25/01/2018 00:00:00,18:29:00,73,408,15,3,7,,,,,,,,,,,,,,,70,433
5509/2,25/01/2018 00:00:00,18:44:00,74,311,15,6,8,,,,,,,,,,,,,,,70,340
5509/2,25/01/2018 00:00:00,18:59:00,75,267,13,4,5,,,,,,,,,,,,,,,70,289
5509/2,25/01/2018 00:00:00,19:14:00,76,228,8,2,7,,,,,,,,,,,,,,,70,245
5509/2,25/01/2018 00:00:00,19:29:00,77,173,8,2,6,,,,,,,,,,,,,,,71,189
5509/2,25/01/2018 00:00:00,19:44:00,78,192,10,1,2,,,,,,,,,,,,,,,69,205
5509/2,25/01/2018 00:00:00,19:59:00,79,146,2,3,5,,,,,,,,,,,,,,,71,156
5509/2,25/01/2018 00:00:00,20:14:00,80,128,6,2,5,,,,,,,,,,,,,,,69,141
5509/2,25/01/2018 00:00:00,20:29:00,81,129,6,3,6,,,,,,,,,,,,,,,70,144
5509/2,25/01/2018 00:00:00,20:44:00,82,112,8,0,2,,,,,,,,,,,,,,,71,122
5509/2,25/01/2018 00:00:00,20:59:00,83,91,5,4,0,,,,,,,,,,,,,,,69,100
5509/2,25/01/2018 00:00:00,21:14:00,84,105,5,0,3,,,,,,,,,,,,,,,71,113
5509/2,25/01/2018 00:00:00,21:29:00,85,81,8,2,4,,,,,,,,,,,,,,,69,95
5509/2,25/01/2018 00:00:00,21:44:00,86,120,2,4,4,,,,,,,,,,,,,,,69,130
5509/2,25/01/2018 00:00:00,21:59:00,87,107,6,0,3,,,,,,,,,,,,,,,71,116
5509/2,25/01/2018 00:00:00,22:14:00,88,85,4,2,8,,,,,,,,,,,,,,,69,99
5509/2,25/01/2018 00:00:00,22:29:00,89,68,9,9,8,,,,,,,,,,,,,,,68,94
5509/2,25/01/2018 00:00:00,22:44:00,90,69,6,5,5,,,,,,,,,,,,,,,70,85
5509/2,25/01/2018 00:00:00,22:59:00,91,49,5,1,1,,,,,,,,,,,,,,,74,56
5509/2,25/01/2018 00:00:00,23:14:00,92,34,3,3,3,,,,,,,,,,,,,,,68,43
5509/2,25/01/2018 00:00:00,23:29:00,93,30,1,1,1,,,,,,,,,,,,,,,68,33
5509/2,25/01/2018 00:00:00,23:44:00,94,30,4,3,8,,,,,,,,,,,,,,,68,45
5509/2,25/01/2018 00:00:00,23:59:00,95,17,0,2,3,,,,,,,,,,,,,,,67,22
5509/2,26/01/2018 00:00:00,00:14:00,0,28,3,1,1,,,,,,,,,,,,,,,72,33
5509/2,26/01/2018 00:00:00,00:29:00,1,11,3,2,3,,,,,,,,,,,,,,,67,19
5509/2,26/01/2018 00:00:00,00:44:00,2,8,1,1,3,,,,,,,,,,,,,,,66,13
5509/2,26/01/2018 00:00:00,00:59:00,3,13,3,1,3,,,,,,,,,,,,,,,66,20
5509/2,26/01/2018 00:00:00,01:14:00,4,11,2,1,2,,,,,,,,,,,,,,,67,16
5509/2,26/01/2018 00:00:00,01:29:00,5,9,1,1,2,,,,,,,,,,,,,,,68,13
5509/2,26/01/2018 00:00:00,01:44:00,6,6,1,3,3,,,,,,,,,,,,,,,64,13
5509/2,26/01/2018 00:00:00,01:59:00,7,14,2,3,3,,,,,,,,,,,,,,,68,22
5509/2,26/01/2018 00:00:00,02:14:00,8,10,2,1,5,,,,,,,,,,,,,,,67,18
5509/2,26/01/2018 00:00:00,02:29:00,9,10,0,0,1,,,,,,,,,,,,,,,71,11
5509/2,26/01/2018 00:00:00,02:44:00,10,9,1,3,3,,,,,,,,,,,,,,,68,16
5509/2,26/01/2018 00:00:00,02:59:00,11,13,2,0,4,,,,,,,,,,,,,,,65,19
5509/2,26/01/2018 00:00:00,03:14:00,12,12,2,1,3,,,,,,,,,,,,,,,71,18
5509/2,26/01/2018 00:00:00,03:29:00,13,19,0,0,0,,,,,,,,,,,,,,,68,19
5509/2,26/01/2018 00:00:00,03:44:00,14,17,3,3,4,,,,,,,,,,,,,,,70,27
5509/2,26/01/2018 00:00:00,03:59:00,15,20,6,1,5,,,,,,,,,,,,,,,68,32
5509/2,26/01/2018 00:00:00,04:14:00,16,24,2,2,4,,,,,,,,,,,,,,,69,32
5509/2,26/01/2018 00:00:00,04:29:00,17,38,6,2,2,,,,,,,,,,,,,,,72,48
5509/2,26/01/2018 00:00:00,04:44:00,18,31,3,1,1,,,,,,,,,,,,,,,71,36
5509/2,26/01/2018 00:00:00,04:59:00,19,71,7,2,4,,,,,,,,,,,,,,,71,84
5509/2,26/01/2018 00:00:00,05:14:00,20,89,9,4,6,,,,,,,,,,,,,,,71,108
5509/2,26/01/2018 00:00:00,05:29:00,21,141,19,8,6,,,,,,,,,,,,,,,72,174
5509/2,26/01/2018 00:00:00,05:44:00,22,244,37,6,7,,,,,,,,,,,,,,,72,294
5509/2,26/01/2018 00:00:00,05:59:00,23,309,43,10,8,,,,,,,,,,,,,,,72,370
5509/2,26/01/2018 00:00:00,06:14:00,24,376,74,11,6,,,,,,,,,,,,,,,71,467
5509/2,26/01/2018 00:00:00,06:29:00,25,490,80,29,10,,,,,,,,,,,,,,,69,609
5509/2,26/01/2018 00:00:00,06:44:00,26,594,91,37,10,,,,,,,,,,,,,,,64,732
5509/2,26/01/2018 00:00:00,06:59:00,27,682,87,22,10,,,,,,,,,,,,,,,63,801
5509/2,26/01/2018 00:00:00,07:14:00,28,673,73,40,11,,,,,,,,,,,,,,,63,797
5509/2,26/01/2018 00:00:00,07:29:00,29,703,69,32,11,,,,,,,,,,,,,,,62,815
5509/2,26/01/2018 00:00:00,07:44:00,30,684,58,25,20,,,,,,,,,,,,,,,65,787
5509/2,26/01/2018 00:00:00,07:59:00,31,672,44,18,11,,,,,,,,,,,,,,,67,745
5509/2,26/01/2018 00:00:00,08:14:00,32,619,52,24,14,,,,,,,,,,,,,,,66,709
5509/2,26/01/2018 00:00:00,08:29:00,33,609,45,24,20,,,,,,,,,,,,,,,64,698
5509/2,26/01/2018 00:00:00,08:44:00,34,526,42,36,20,,,,,,,,,,,,,,,64,624
5509/2,26/01/2018 00:00:00,08:59:00,35,445,42,30,17,,,,,,,,,,,,,,,67,534
5509/2,26/01/2018 00:00:00,09:14:00,36,415,42,31,30,,,,,,,,,,,,,,,67,518
5509/2,26/01/2018 00:00:00,09:29:00,37,348,40,31,11,,,,,,,,,,,,,,,69,430
5509/2,26/01/2018 00:00:00,09:44:00,38,332,36,28,14,,,,,,,,,,,,,,,70,410
5509/2,26/01/2018 00:00:00,09:59:00,39,333,27,20,21,,,,,,,,,,,,,,,70,401
5509/2,26/01/2018 00:00:00,10:14:00,40,340,27,25,11,,,,,,,,,,,,,,,70,403
5509/2,26/01/2018 00:00:00,10:29:00,41,307,18,23,13,,,,,,,,,,,,,,,71,361
5509/2,26/01/2018 00:00:00,10:44:00,42,255,30,23,25,,,,,,,,,,,,,,,69,333
5509/2,26/01/2018 00:00:00,10:59:00,43,284,30,26,7,,,,,,,,,,,,,,,69,347
5509/2,26/01/2018 00:00:00,11:14:00,44,295,26,23,21,,,,,,,,,,,,,,,69,365
5509/2,26/01/2018 00:00:00,11:29:00,45,252,22,25,21,,,,,,,,,,,,,,,70,320
5509/2,26/01/2018 00:00:00,11:44:00,46,292,22,25,9,,,,,,,,,,,,,,,70,348
5509/2,26/01/2018 00:00:00,11:59:00,47,279,25,26,11,,,,,,,,,,,,,,,70,341
5509/2,26/01/2018 00:00:00,12:14:00,48,305,34,22,10,,,,,,,,,,,,,,,70,371
5509/2,26/01/2018 00:00:00,12:29:00,49,322,24,17,12,,,,,,,,,,,,,,,70,375
5509/2,26/01/2018 00:00:00,12:44:00,50,343,19,29,9,,,,,,,,,,,,,,,69,400
5509/2,26/01/2018 00:00:00,12:59:00,51,282,25,18,10,,,,,,,,,,,,,,,70,335
5509/2,26/01/2018 00:00:00,13:14:00,52,298,18,21,10,,,,,,,,,,,,,,,70,347
5509/2,26/01/2018 00:00:00,13:29:00,53,303,21,21,9,,,,,,,,,,,,,,,71,354
5509/2,26/01/2018 00:00:00,13:44:00,54,312,24,22,9,,,,,,,,,,,,,,,71,367
5509/2,26/01/2018 00:00:00,13:59:00,55,362,21,18,10,,,,,,,,,,,,,,,70,411
5509/2,26/01/2018 00:00:00,14:14:00,56,352,40,25,13,,,,,,,,,,,,,,,71,430
5509/2,26/01/2018 00:00:00,14:29:00,57,389,35,23,9,,,,,,,,,,,,,,,71,456
5509/2,26/01/2018 00:00:00,14:44:00,58,340,17,26,15,,,,,,,,,,,,,,,71,398
5509/2,26/01/2018 00:00:00,14:59:00,59,363,19,28,14,,,,,,,,,,,,,,,70,424
5509/2,26/01/2018 00:00:00,15:14:00,60,349,31,22,6,,,,,,,,,,,,,,,71,408
5509/2,26/01/2018 00:00:00,15:29:00,61,365,21,12,10,,,,,,,,,,,,,,,71,408
5509/2,26/01/2018 00:00:00,15:44:00,62,330,28,14,14,,,,,,,,,,,,,,,72,386
5509/2,26/01/2018 00:00:00,15:59:00,63,413,26,21,5,,,,,,,,,,,,,,,71,465
5509/2,26/01/2018 00:00:00,16:14:00,64,431,27,16,6,,,,,,,,,,,,,,,71,480
5509/2,26/01/2018 00:00:00,16:29:00,65,392,22,12,8,,,,,,,,,,,,,,,71,434
5509/2,26/01/2018 00:00:00,16:44:00,66,375,24,11,7,,,,,,,,,,,,,,,72,417
5509/2,26/01/2018 00:00:00,16:59:00,67,422,20,5,8,,,,,,,,,,,,,,,71,455
5509/2,26/01/2018 00:00:00,17:14:00,68,381,21,7,9,,,,,,,,,,,,,,,70,418
5509/2,26/01/2018 00:00:00,17:29:00,69,346,10,5,6,,,,,,,,,,,,,,,70,367
5509/2,26/01/2018 00:00:00,17:44:00,70,358,14,7,5,,,,,,,,,,,,,,,70,384
5509/2,26/01/2018 00:00:00,17:59:00,71,314,17,3,2,,,,,,,,,,,,,,,70,336
5509/2,26/01/2018 00:00:00,18:14:00,72,307,10,6,2,,,,,,,,,,,,,,,71,325
5509/2,26/01/2018 00:00:00,18:29:00,73,299,10,5,5,,,,,,,,,,,,,,,71,319
5509/2,26/01/2018 00:00:00,18:44:00,74,277,7,5,7,,,,,,,,,,,,,,,71,296
5509/2,26/01/2018 00:00:00,18:59:00,75,251,8,5,3,,,,,,,,,,,,,,,71,267
5509/2,26/01/2018 00:00:00,19:14:00,76,247,8,2,5,,,,,,,,,,,,,,,72,262
